,geo,tweet,user_handle,location,cleaned_tweets
131,,Everyone reacts differently to stressful situations like #COVID-19. #CDC offers ways to reduce your stress to help… https://t.co/YEDCdqReJG,bwdhealthfndn,"Fort Lauderdale, FL",everyone reacts differently to stressful situations like covid cdc offers ways to reduce your stress to help
132,,RT @AsaHutchinson: LIVE: Governor Hutchinson To Provide COVID-19 Update to Media (03.22.20) https://t.co/WRyqkeXPeQ,jenjen1102,Arkansas, live governor hutchinson to provide covid update to media
133,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",KimbroughMarc,"Prichard, AL", the world will never be the same after we recover from covid every time the government said they couldn t find money for
134,,"A message from our President and COO Sean Ross. Please read. We have postponed our season opening to June 1st, for… https://t.co/u4kMdKeUXO",SonoraResort,"Sonora Island, BC, Canada",a message from our president and coo sean ross please read we have postponed our season opening to june st for
135,,"RT @TeaPainUSA: FUN FACT: Trump was originally briefed on COVID-19 three months ago.

That's right.  THREE MONTHS AGO.",CMoisenco,, fun fact trump was originally briefed on covid three months ago that s right three months ago
136,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,Lemonhead96,yeet, my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
137,,RT @Corktod: COVID-19 has had a devastating impact on the @MarieKeating Foundation income with all fundraising events cancelled. They are d…,AaronHowey,"Cork, Ireland", covid has had a devastating impact on the foundation income with all fundraising events cancelled they are d
138,,"I'm #Waqas_khan from Mansehra today I'm declaring to be in self quarantine
I won't be visiting anyone and nobody sh… https://t.co/tWLo4r5gxx",WaqasKhann786,"Peshawar, Pakistan",i m waqas khan from mansehra today i m declaring to be in self quarantine i won t be visiting anyone and nobody sh
139,,"'Stay-at-Home' order issued for Leavenworth County, Kansas because of COVID-19 outbreak https://t.co/LKxiPPAVWP",KrisKetzKMBC,Kansas City,stay at home order issued for leavenwoh county kansas because of covid outbreak
140,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",nmtyoga,Oswego, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
141,,"RT @_debayo: “Say no to COVID-19”

Lmao asper the infected people were saying yes???",_oluwamuyiwa,, debayo say no to covid lmao asper the infected people were saying yes
142,,"RT @Aldousmarx: Alexa, show me a visual metaphor for Boris Johnson’s response to the Covid-19 pandemic.

#TakeItOnTheChin
#CorbynMustStay h…",DanielWBmouth,"Bournemouth, England", alexa show me a visual metaphor for boris johnson s response to the covid pandemic takeitonthechin corbynmuststay h
143,,RT @brithume: .@MartyMakary predicts on @FoxNewsSunday  that the U.S. will go the way of Italy with the Covid 19 outbreak. He predicts hund…,vcasti462,, predicts on that the u s will go the way of italy with the covid outbreak he predicts hund
144,,RT @hrmoroz: For the average American the best way to tell if you have covid-19 is to cough in a rich person’s face and wait for their test…,HollywoodTwit,"California, USA", for the average american the best way to tell if you have covid is to cough in a rich person s face and wait for their test
145,,RT @bobehayes: My 96-year-old mom tested positive for #Covid_19. She's got a cough and slight fever. Her nursing home is under quarantine;…,neeceedee329,, my year old mom tested positive for covid she s got a cough and slight fever her nursing home is under quarantine
146,,"Let's Stay Healthy!
#Fiber #Vitamins #Covid-19 #gym #slimfit #Granola #Energy https://t.co/ED6Y4iFCVR",Nola_Vibes,"Accra, Ghana",let s stay healthy fiber vitamins covid gym slimfit granola energy
147,,"RT @blunted_james: Everyone needs to get into the mindset of acting as though they have Covid 19.
Thousands will have it, and be spreading…",Ajaw565,Wales via Scotland, james everyone needs to get into the mindset of acting as though they have covid thousands will have it and be spreading
148,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",la_dorc,"Berlin, Germany", the world will never be the same after we recover from covid every time the government said they couldn t find money for
149,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",Sam14342122,, the world will never be the same after we recover from covid every time the government said they couldn t find money for
150,,"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am on 22 March, a total of 78,340 have been tested: 

72,657 neg…",PaulineHeggen,"London, England", update on coronavirus covid testing in the uk as of am on march a total of have been tested neg
151,,"I hope we get over the COVID-19. I hope a healthy life returns soon.
I need your help. And I believe in the power o… https://t.co/kGKyhnHNip",OgqUYo1rrbXgCVr,,i hope we get over the covid i hope a healthy life returns soon i need your help and i believe in the power o
152,,RT @arvindgunasekar: Pune has recorded maximum #Corona positive cases in the country with 26 cases followed by Mumbai with 20 cases as of M…,imspectacle,, pune has recorded maximum corona positive cases in the country with cases followed by mumbai with cases as of m
153,,RT @AskAnshul: A man who is suspected of Covid-19 virus after returning from London said that many students took paracetamol before landing…,SUSHILK46337643,"Jharkhand, India", a man who is suspected of covid virus after returning from london said that many students took paracetamol before landing
154,,"Raymond James CIO Larry Adam discusses response efforts by consumers, policymakers and medical companies that are c… https://t.co/kRLeInj7Yy",AylesworthJosh,,raymond james cio larry adam discusses response effos by consumers policymakers and medical companies that are c
155,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,BlockAaron,"Long Beach, CA", senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
156,,US Government Looking to Use Cell Phone Location Data to Halt the Spread of COVID-19 #socialmedia #SMM https://t.co/Alc7USKi66,SamirLahlabat,,us government looking to use cell phone location data to halt the spread of covid socialmedia smm
157,,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to… https://t.co/GfAXUuaUm6",GoldmanSachs,,from market impacts to rethinking how we work during a pandemic explore our research and insights relating to
158,,It's good that Rand Paul was tested before he took out half the Senate but how many others aren't getting tested? https://t.co/Y3JlCluWcA,crooksandliars,U.S.A.,it s good that rand paul was tested before he took out half the senate but how many others aren t getting tested
159,,"As we’ve all been advised to hunker down where we are, going out and buying a new house isn’t front of mind for mos… https://t.co/UqRC78I0v2",BostonMagazine,"Boston, MA",as we ve all been advised to hunker down where we are going out and buying a new house isn t front of mind for mos
160,,"COVID-19 pandemic: Jaishankar dials key envoys, says be on same page as govt https://t.co/ZQhhnaJhRz",sheela2010,New Delhi,covid pandemic jaishankar dials key envoys says be on same page as govt
161,,"RT @glennkirschner2: Please read this account from doctors in the field. Those responsible must be held accountable:

I'm A Doctor. The U.S…",theshrk22,, please read this account from doctors in the field those responsible must be held accountable i m a doctor the u s
162,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",vipertuff,"Indiana, USA & Planet Earth", i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
163,,"@MickMulvaneyOMB 

Ha! Ha 
——-
Trump blames market drop on COVID-19 uncertainty and Democratic candidates  - ABC Ne… https://t.co/9aLrdRQdDV",MartinNeil17,,ha ha trump blames market drop on covid unceainty and democratic candidates abc ne
164,,"RT @GavinWilliamson: You should only send your child to school on Monday if you have to, because your work is critical to our COVID-19 resp…",MRMICT,"North East, England", you should only send your child to school on monday if you have to because your work is critical to our covid resp
165,,"RT @BashirAhmaad: Kano Emergency contacts in case of suspected COVID—19 case in the State.

1. Dr. Imam Wada Bello, 08050303343

2. Dr Bash…",Ubandomajr,"Abuja, Nigeria", kano emergency contacts in case of suspected covid case in the state dr imam wada bello dr bash
