geo,tweet,user_handle,location,cleaned_tweets
,RT @eESsaarh: I absolutely hate that my chances of survival during this period are inextricably linked to other people having common sense…,DangoteOfData,"Ado Ekiti, Nigeria", i absolutely hate that my chances of survival during this period are inextricably linked to other people having common sense
,"RT @StarAdvertiser: Hawaii public school cafeteria workers begin free meal service 
https://t.co/WHpDrtWspo 

#Hawaii #HInews #coronavirus…",HaleiwaTech,"Haleiwa, Hawaii", hawaii public school cafeteria workers begin free meal service hawaii hinews coronavirus
,"RT @EmodiMba: All we get here is political propaganda, just look at Ghana!

But grown ass adults down here are so carried away with 2023 ag…",Connect_40,Earth , all we get here is political propaganda just look at ghana but grown ass adults down here are so carried away with ag
,"RT @iingwen: We are proud to have you on our team as we work to fight #COVID19. Our battle with this virus is just beginning, but #Taiwan s…",ericakhsu,"Berkeley, CA", we are proud to have you on our team as we work to fight covid our battle with this virus is just beginning but taiwan s
,RT @PawanDurani: China warned Italy but they did not take it seriously. Italy warned Spain but they did not take it seriously. Here is a me…,thiyaguchaplin,"sulur, Coimbatore,India", china warned italy but they did not take it seriously italy warned spain but they did not take it seriously here is a me
,RT @whitenigerian: 99% of celebrities in Nigeria are not even using their pages to create awareness of this pandemic called #COVID19. Are y…,fufana_yusuf,, of celebrities in nigeria are not even using their pages to create awareness of this pandemic called covid are y
,RT @StalkedNoMore: 🚨WISCONSIN🚨Overnight my family member in EauClaire WI called the nurses hotline &amp; went to the ER there. With 104* fever…,pgarciachicago,"Chicago, IL", wisconsin overnight my family member in eauclaire wi called the nurses hotline went to the er there with fever
,"RT @Bewickwren: Why #NewMexico lockdown order was implemented. 

https://t.co/vBfk9n0ynk

#COVID19 
@GovMLG https://t.co/rqXPatbtUm",klingensmith_j,, why newmexico lockdown order was implemented covid
,"RT @KagutaMuseveni: For the rest of us, I repeat; you have no business anywhere in public if you are sneezing, be each other’s keeper, repo…",Shadrackay,127.0.0.1, for the rest of us i repeat you have no business anywhere in public if you are sneezing be each other s keeper repo
,"RT @HelenBranswell: Can a chatbot tell you if you've got #Covid19? Seems like the technology isn't quite there yet, @caseymross discovered.…",nicolakuhrt,Hamburg, can a chatbot tell you if you ve got covid seems like the technology isn t quite there yet discovered
,RT @BluebirdsofMO: His name was Dennis Wilson. He was a retired school superintendent. He went to Urgent Care 3 times and was denied a test…,MothershedTammy,, his name was dennis wilson he was a retired school superintendent he went to urgent care times and was denied a test
,"RT @themukulagrawal: #exchanges association, #anmi writes to #Sebi
.
.
.
:
:
:
#coronavirusimpact #stockmarketindia #sensex #intraday #coro…",pawar_uttesh,, exchanges association anmi writes to sebi coronavirusimpact stockmarketindia sensex intraday coro
,"RT @UNDP: 🦠outbreaks like #COVID19 are already overwhelming health systems worldwide. Health workers are struggling to treat #TB,  #HIV, &amp;…",FleurENewman,, outbreaks like covid are already overwhelming health systems worldwide health workers are struggling to treat tb hiv
,RT @RuchiraC: Several countries like Canada have announced wage subsidy measures to fight #COVID19. I request you to advise Welfare Boards…,INCGhogha,"Ghogha Mahal, India", several countries like canada have announced wage subsidy measures to fight covid i request you to advise welfare boards
,"Love for all brave doctors in this situation.
May God protect them.
 #Corona #StayHome #staysafe #washhands https://t.co/4rPqdK5Ysf",BukhariMarnia,,love for all brave doctors in this situation may god protect them corona stayhome staysafe washhands
,"Stay home and check all your travel albums.

#stayquarantine #covid19 #mnassociates #theglomad #danang #vietnam… https://t.co/zY1AtJHEZm",mn__associates,Saigon,stay home and check all your travel albums stayquarantine covid mnassociates theglomad danang vietnam
,"RT @temite: If the case load for #COVID19 keeps going up! Nigeria will need ventilators, respirators &amp; ICU beds. We believe all hands must…",BenBassee,"Lagos, Nigeria", if the case load for covid keeps going up nigeria will need ventilators respirators icu beds we believe all hands must
,RT @10NewsFirstSyd: There have been 149 new cases of #COVID19 in NSW in the last 24-hours. This comes as a woman who recently disembarked t…,JodiMcKayMP,Strathfield, there have been new cases of covid in nsw in the last hours this comes as a woman who recently disembarked t
,"RT @LSMOH: Regular hand washing practice is one of the best ways to prevent #COVID19. 
Let's wash our hands #ForADiseaseFreeLagos
@TiwaSava…",callmeDunms,Ib city, regular hand washing practice is one of the best ways to prevent covid let s wash our hands foradiseasefreelagos
,"RT @AudaciousQuest: This is how our airline crew are treated by 'Indians' who clapped to show solidarity.

She is from Indigo airlines. She…",consultingidias,Jaipur, this is how our airline crew are treated by indians who clapped to show solidarity she is from indigo airlines she
,RT @Capt_Devashish: What do you think is the best way to handle #Covid19India #corona #COVID19outbreak @drharshvardhan,FoundationIsdg,, devashish what do you think is the best way to handle covid india corona covid outbreak
,Trending song Son of God by Hmb Emcee https://t.co/bttZoHfQgV #COVID19NIGERIA #LockdownNow #LockDownNigeria… https://t.co/2xiarJc39w,EmceeHmb,"Accra, Ghana",trending song son of god by hmb emcee covid nigeria lockdownnow lockdownnigeria
,"“The crisis of #COVID19 benefits the Dutch giants who come to fish in French waters. Meanwhile, the small artisans… https://t.co/KeeIt67xHr",CoastalPO,,the crisis of covid benefits the dutch giants who come to fish in french waters meanwhile the small aisans
,Boris Johnson tells UK: 'You must stay at home' #COVID19 https://t.co/bwCYjtVwB0,AttardAndrea,Saint Helier,boris johnson tells uk you must stay at home covid
,RT @eESsaarh: I absolutely hate that my chances of survival during this period are inextricably linked to other people having common sense…,omo_iya_baeji,"Lagos, Nigeria", i absolutely hate that my chances of survival during this period are inextricably linked to other people having common sense
,RT @BluebirdsofMO: His name was Dennis Wilson. He was a retired school superintendent. He went to Urgent Care 3 times and was denied a test…,cindyinchaos,"Seattle, WA", his name was dennis wilson he was a retired school superintendent he went to urgent care times and was denied a test
,"RT @DDNational: 🏥WHO backs India to take aggressive action against #COVID19

""Through its targeted public health interaction, India ended S…",sayoojt,unknown, who backs india to take aggressive action against covid through its targeted public health interaction india ended s
,"#Covid19 💀: Greetings, snowflakes, you can run but you can't hide. Mwaa ha ha ha!",rjgfox,,covid greetings snowflakes you can run but you can t hide mwaa ha ha ha
,"RT @GidiOracle: These are hard times but we jointly have to  #TakeResponsibility in preventing the spread #COVID19 in Nigeria

*Handwashing…",DrizzyJeri,A place I don't wanna be 😩, these are hard times but we jointly have to takeresponsibility in preventing the spread covid in nigeria handwashing
,"RT @Fredprincew: Be aware... Be responsible, STOP 🚫 the Pandemic #COVID19!

#LockDownKenya #StayHome https://t.co/fGMA7ylH3o",dinma_maranma,"Owerri, Nigeria", be aware be responsible stop the pandemic covid lockdownkenya stayhome
,"RT @DrinkCoach: If you need support with your alcohol consumption during self-isolation or you’re worried about your drinking, we can help.…",EvanChiswell,"Yorkshire and The Humber, England", if you need suppo with your alcohol consumption during self isolation or you re worried about your drinking we can help
,"RT @GidMK: OI PEOPLE

Stop thinking about what you can do to stop YOURSELF from getting infected

Start assuming that you're infected and t…",AlejandraSChang,, oi people stop thinking about what you can do to stop yourself from getting infected sta assuming that you re infected and t
,"RT @USArmy: Lt. Gen. Todd Semonite, Chief of the @USACEHQ, provides a 'simple' solution to the complicated problem of building temporary me…",hangoverharry,Fayetteville Arkansas, lt gen todd semonite chief of the provides a simple solution to the complicated problem of building temporary me
,Kuch ar hafte agr ishi trh Lockdown chalta rha tu scientists se phle Meri Ami ne vaccine tyar kr leni ha YouTube ar… https://t.co/t7BpwD3WsQ,Muhamma37381040,,kuch ar hafte agr ishi trh lockdown chalta rha tu scientists se phle meri ami ne vaccine tyar kr leni ha youtube ar
,"RT @rssurjewala: 2/2
Dear PM,

Govt is criminally culpable of -:

1. Not defining “Specifications” of Personal Protection Equipment for Doc…",AjayPra62978739,"Allahabad, India", dear pm govt is criminally culpable of not defining specifications of personal protection equipment for doc
