,geo,tweet,user_handle,location,cleaned_tweets
129,,"RT @FieryGodessness: @stesan2015 @ElGuapo1888 @eugenegu From what I understand, Coronavirus is the family, SARS-CoV-2 is the specific virus…",EklaChaloNa,Here there everywhere, from what i understand coronavirus is the family sars cov is the specific virus
130,,"RT @briantylercohen: Cuban doctors get a standing ovation as they arrive at an airport in Italy to help fight COVID-19.
https://t.co/Qa7ulh…",PeggyBrava,, cuban doctors get a standing ovation as they arrive at an airpo in italy to help fight covid
131,,"RT @PaulMusso13: If you told me on New Years that within 3 months of 2020:                              

-Kobe Bryant is dead
-We’d be qua…",gabinoturdaddy,, if you told me on new years that within months of kobe bryant is dead we d be qua
132,,"RT @ASRomaEN: At least 18 doctors have died of Covid-19 in Italy. Around the world, more than 40 medical staff have lost their lives whilst…",kyodash,Earth, at least doctors have died of covid in italy around the world more than medical staff have lost their lives whilst
133,,"RT @TeaPainUSA: FUN FACT: Trump was originally briefed on COVID-19 three months ago.

That's right.  THREE MONTHS AGO.",Neil_Garcia,"California, USA", fun fact trump was originally briefed on covid three months ago that s right three months ago
134,,"RT @SloopJontyB: During my time in the Submarine Service, I - along with many others - endured many weeks and months cooped up in a steel t…",DanielLowe2012,, during my time in the submarine service i along with many others endured many weeks and months cooped up in a steel t
135,,RT @grist: Protecting the environment may be key to preventing the next pandemic. https://t.co/RCOhnTvkCc,N2Priest,, protecting the environment may be key to preventing the next pandemic
136,,"RT @trtworld: As Iran reports 129 more deaths, here are latest coronavirus updates:

- Spain to extend state of emergency
- Malaysia report…",toparlanngdyrz,ankara, as iran repos more deaths here are latest coronavirus updates spain to extend state of emergency malaysia repo
137,,RT @HeydonProwse: This was earlier on at Broadway Market. Pretty irresponsible. Is no one reading the news from Italy? Why do people need t…,MNerls,"Dayton, OH", this was earlier on at broadway market pretty irresponsible is no one reading the news from italy why do people need t
138,,"Disabled people are still vulnerable, even as COVID-19 normalizes their ‘special’ needs https://t.co/dBv84TmbHx",moonlitwomyn1,Outer Space,disabled people are still vulnerable even as covid normalizes their special needs
139,,"@PeteGreig A spoken word response to COVID 19. In the crisis, may we remember who Christ is. #peacegiver https://t.co/FXn7NQsC63 #COVIDー19",daiwoolridge,"Pontypridd, Wales",a spoken word response to covid in the crisis may we remember who christ is peacegiver covid
140,,"RT @costaggini: no..
one...

cleans like Gaston
quarantines like Gaston
no one stops spreading COVID-19 like Gaston",starsinmargins,, no one cleans like gaston quarantines like gaston no one stops spreading covid like gaston
141,,RT @hfxgov: Response to COVID-19: Municipal service updates regarding provincial state of emergency: https://t.co/IJYs2ezTMT,dufgil,, response to covid municipal service updates regarding provincial state of emergency
142,,"@GOVUK 

Guidance

COVID-19: school closures

What schools will need to do during the coronavirus (COVID-19) outbre… https://t.co/mYkF8eYPrc",HomesteadPost,"Belfast, Northern Ireland #CherishingMusicInAChangingWorld",guidance covid school closures what schools will need to do during the coronavirus covid outbre
143,,"RT @TimesFreePress: The number of confirmed COVID-19 cases in Tennessee increased to 505 on Sunday from Saturday's total of 371, according…",mrsmorgancan,"Chattanooga, TN", the number of confirmed covid cases in tennessee increased to on sunday from saturday s total of according
144,,RT @scotty_kiker: This is my sons friends Dad from Elementary School! The father got it from a woman at church! The woman Died from it!   G…,CatsTalkBack1,"Atlanta, GA", kiker this is my sons friends dad from elementary school the father got it from a woman at church the woman died from it g
145,,RT @680NEWS: Brampton mayor Patrick Brown says an employee at a Tim Hortons in the city has tested positive for COVID-19. https://t.co/fkck…,Negasi938,, brampton mayor patrick brown says an employee at a tim hoons in the city has tested positive for covid
146,,RT @lorna_ot: Preparations made for changes to the Mental Health Act should the COVID-19 crisis increase... https://t.co/OdZ8rISEtk,_Asiya_Bibi,, ot preparations made for changes to the mental health act should the covid crisis increase
147,,"RT @RandPaul: American ingenuity steps up to fight Coronavirus:

Novartis, Mylan and Teva to supply tens of millions of chloroquine tablets…",sci_tek,Beautiful East Bronx, american ingenuity steps up to fight coronavirus novais mylan and teva to supply tens of millions of chloroquine tablets
148,,RT @vaitor: Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 t…,DIONYSUS_BTSS,Sydney, korea finished developing the minute covid diagnostic kit and is now ramping up production they plan to expo t
149,,RT @CTVVancouver: A group is calling for nightly applause at 7 p.m. to show gratitude to health-care workers during the COVID-19 pandemic.…,ShortJana,, a group is calling for nightly applause at p m to show gratitude to health care workers during the covid pandemic
150,,RT @effiedog: BREAKING NEWS: Senator Rand Paul has tested positive for covid-19. He is in quarantine. He says he feels fine. He is not hosp…,tressalog,"Seattle, WA", breaking news senator rand paul has tested positive for covid he is in quarantine he says he feels fine he is not hosp
151,,"RT @AndrewHolnessJM: The @themohwgovjm wishes to state that no doctor, nurse or any member of the frontline staff in the public health syst…",geminiAlive_95,Jamdung , the wishes to state that no doctor nurse or any member of the frontline staff in the public health syst
152,,"RT @cenkuygur: I feel terrible for @RandPaul that he tested positive for #Covid_19. I wish him a speedy recovery. At the same time, he obvi…",elkneralfaro,Columbia Heights-West, i feel terrible for that he tested positive for covid i wish him a speedy recovery at the same time he obvi
153,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,KicksPlane,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
154,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",rymaaax,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
155,,"""a cooperative consortium of other major apparel manufacturers led by Parkdale Mills America that are dedicating ma… https://t.co/8qRQ5lcQiU",cate_long,New York,a cooperative consoium of other major apparel manufacturers led by parkdale mills america that are dedicating ma
156,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",MrsDjCuster,USA, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
157,,RT @CBCToronto: The mayor is urging anyone who visited the location between March 9 and 20 to go into isolation. https://t.co/zropkyI2Wy,LisaHoadley,"Oakville, Ontario", the mayor is urging anyone who visited the location between march and to go into isolation
158,,"RT @ThaiPBSWorld: Top 10 countries with highest number of COVID-19 as of March 21, 2020 https://t.co/gnJlmnfPHD

#ThaiPBSWorld #COVID19 htt…",beattize,Thailand..., top countries with highest number of covid as of march thaipbsworld covid htt
159,,COVID-19: How we’re continuing to help @google https://t.co/qYJ4193AVC,Thatmg7,,covid how we re continuing to help
160,,"RT @hadizel: Dear Muslims, Christians and Followers of Traditional Religion,

Unfortunately, COVID-19 is here.
Follow the advice of the pub…",AanuOlowe,, dear muslims christians and followers of traditional religion unfounately covid is here follow the advice of the pub
161,,"RT @nycsouthpaw: The first Senator with a confirmed case of COVID-19 is Rand Paul, who delayed legislative response to the disease. https:/…",waldograce,Abingdon, the first senator with a confirmed case of covid is rand paul who delayed legislative response to the disease https
162,,"RT @PaulMusso13: If you told me on New Years that within 3 months of 2020:                              

-Kobe Bryant is dead
-We’d be qua…",hmaariee_30,, if you told me on new years that within months of kobe bryant is dead we d be qua
163,,"RT @NaijaFlyingDr: Cuban doctors as always

Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandem…",jideogunmekan,"Lagos, Nigeria", cuban doctors as always cuban doctors arriving into italy to suppo the fight against covid throughout most pandem
164,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,jimboazil,, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
